id,date,time,daypart,name,company,location,isInviteOnly,topics,formats,description,externalHref
5088,2026-06-01,10:00:00,morning,AI x Investing: The Age of Agents,Trade It,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC;Fintech / finance;Consumer / creative / media,technical_talk_workshop,"Join us for a discussion and hands-on workshop at the intersection of AI and financial markets, featuring founders and operators who are actively reshaping…",https://partiful.com/e/g2m3ExEh1j9ZSo7eNpCD?c=1GJ1LDXq
5099,2026-06-01,10:00:00,morning,The Founder’s Guide to NYS Resources: From R&D to Global Expansion,Empire State Development,Midtown,False,Founder fundraising / VC;Consumer / creative / media;Diversity / women / international,other,"Hosted by Empire State Development in partnership with SOSV NY, and the Puerto Rico Science Technology and Research Trust, this panel will provide founders…",https://partiful.com/e/sGbJCvDbECcdhfFN1m6O
5152,2026-06-01,10:00:00,morning,CEO Intern PS Loan Forgiveness,"Comida For Familias, Inc.",Virtual (NYC),False,Consumer / creative / media,other,Join CEO Intern's seminar to discover how you can become CEO of a tax-exempt organization and qualify for student loan forgiveness. This session provides a…,https://partiful.com/e/w5gAuNIs4Dq5I6cYkPia
5215,2026-06-01,10:00:00,morning,She Leads the Room,44ROCH,Midtown,False,other,other,,https://partiful.com/e/P41KkH7JnaPmz95p7q2Y
5963,2026-06-01,10:00:00,morning,Women in AI,FitIDAI,Union Square,True,AI / Agents / GenAI;Diversity / women / international,other,,
5971,2026-06-01,10:00:00,morning,Attap-All Things to All People Vibeathon,ATTAP-All Things to All People-attap.ai,Chelsea,False,AI / Agents / GenAI,other,,https://partiful.com/e/GmOIWn5hMegxDT7gDfTX
230,2026-06-01,11:00:00,morning,Cracking Founder-Led Marketing,Founder-Led Media Community,Central Park,False,AI infra / devtools / cloud;Founder fundraising / VC;GTM / marketing / creator;Consumer / creative / media,technical_talk_workshop;product_demo_showcase;community_networking,"How do founders build brands while building products? Dive into the exact strategies—content creation, viral loops, and zero-budget growth—that are working…",https://partiful.com/e/A7Fi4pkz6XLgYA8YnQPp
4063,2026-06-01,11:00:00,morning,Founders & Investors Brunch,fratl,Financial District,True,Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,,
4333,2026-06-01,11:00:00,morning,Clinical AI: Built and Bought... but not Deployed?,One Health Collective,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Health / bio / wellness,community_networking,A joint event between One Health Collective and Scalpels & Spreadsheets. A practical conversation with health system operators and founders on what it real…,https://partiful.com/e/wAZzOJIAzjIpjfMYrgpS
4604,2026-06-01,11:00:00,morning,From Tissue to Treatment,AtlasXomics Inc.,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud;Health / bio / wellness;Consumer / creative / media,other,Artificial intelligence is transforming drug discovery and clinical medicine - but AI is only as powerful as the data underlying it. The next frontier is n…,https://partiful.com/e/CoVrmdYxgwtHlP7IkPoJ
5183,2026-06-01,11:00:00,morning,"K-beauty 2.0: behind the scene, K-Biotech and K-Beauty Tech",Enthera Bio,Queens,True,Health / bio / wellness,other,,
36,2026-06-01,11:30:00,morning,How to Raise a Series A,Silicon Valley Bank,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Fintech / finance,fundraising_vc,,http://partiful.com/e/ASu0bbJUv36y2648J12G?
5014,2026-06-01,11:30:00,morning,It’s Not Capital - It’s Execution: Operating System Office Hours,"Leap Leadership Solutions, LLC",Flatiron,False,AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/S5uBXhgNgEtPrRpy6Cx7
5969,2026-06-01,11:30:00,morning,Fighting deepfake in Age and Identity Verification,Reclaim Protocol,West Village,False,AI / Agents / GenAI,other,,https://partiful.com/e/z7K3rnyrNVrwKiHGPokb
4375,2026-06-01,12:00:00,day_afternoon,AI Startup Founders' Lunch hosted by Cherry Hill Advisory,Cherry Hill Advisory,Brooklyn,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking,Join fellow AI founders for an intimate meetup to discuss all things strategy. We will be talking about our businesses and ways to build strong foundations…,https://partiful.com/e/uLi3d5Eel4nuA9hv5YGD
4625,2026-06-01,12:00:00,day_afternoon,Raisi: Daily Fundraising Sprint Room,Raisi,Lower East Side,False,AI / Agents / GenAI;Founder fundraising / VC,fundraising_vc,,https://partiful.com/e/chhYZAKGAiEaP3NtQ7y2
4846,2026-06-01,12:00:00,day_afternoon,The 30 Min. Pitch Workshop for Figuring Out Your Hook,Pitch Genius,Virtual (NYC),False,Founder fundraising / VC,technical_talk_workshop;community_networking;fundraising_vc,Maybe you're flying in on this day. Maybe you're sitting with a cup of coffee before the chaos ensues. But you should probably tune into this virtual works…,https://partiful.com/e/2OGv1gYwmcdUATOlqkvY?c=4NZAZ5EB
4947,2026-06-01,12:00:00,day_afternoon,Vonage Lightning Demo Lunch: AI Voice & Frictionless Authentication,Vonage,Tribeca,False,AI / Agents / GenAI;AI infra / devtools / cloud,technical_talk_workshop;product_demo_showcase;community_networking,,https://partiful.com/e/1llAohqiK59rN516zVA5
5961,2026-06-01,12:00:00,day_afternoon,A Patent-Pending Party,moatly™,Midtown,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc,This event is an invite-only event and a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more a…,https://partiful.com/e/Txk9K71WKRm5OK6cmMNO
5246,2026-06-01,12:30:00,day_afternoon,The AI & SaaS Pitch Clinic: The Neuroscience of Authority,Jennifer Pawlitschek Consulting,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,fundraising_vc,"Why is it so hard to differentiate in the current market? Because in a sea of ""AI-powered"" promises, the investor's brain is naturally skeptical. To win, y…",https://partiful.com/e/nVdos7eUUmpArmPn6UDb
5259,2026-06-01,12:30:00,day_afternoon,The Six-Figure Mistakes International Founders Keep Making in the U.S.,Acclime,Murray Hill,False,Founder fundraising / VC;Diversity / women / international,other,,https://partiful.com/e/yfYQYRx4HFxA113yoZi3
4292,2026-06-01,13:00:00,day_afternoon,Agentic Voice Hackathon,"Cloudonix, Inc",Financial District,False,AI / Agents / GenAI;AI infra / devtools / cloud,technical_talk_workshop,,https://partiful.com/e/E915u2aKmufVgYwg0Cdf
4468,2026-06-01,13:00:00,day_afternoon,"Architecting a Borderless Life: Travel in Spain, Portugal and Morocco & Travel Giveaway",Product Advisory Collective (PAC),Virtual (NYC),False,AI / Agents / GenAI;Consumer / creative / media,product_demo_showcase;community_networking,,https://partiful.com/e/egJJ7avDIg6WtPaxk4yN
5006,2026-06-01,13:00:00,day_afternoon,"Live ""Iron (AI) Chef"" Vibe-Coding",Mucker Capital,Financial District,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/MYuBxfIaBiUXekX9cw1B
5977,2026-06-01,13:00:00,day_afternoon,The Oasis @ NY Tech Week Day 1 - Human Flourishing,Flowstate,Flatiron,False,AI / Agents / GenAI;Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,"Tech Week can be chaotic. Running between panels, pitching, networking, and feeling overstimulated. The Oasis is a daily retreat—a place to belong, breathe…",https://partiful.com/e/1bGiVgRQUifMy25hzGrm
4030,2026-06-01,13:19:00,day_afternoon,Influencer Pro,Influencer Pro,East Village,True,other,other,,
5212,2026-06-01,13:30:00,day_afternoon,"Build, Launch, Go Viral",SocialQ AI,SoHo,False,AI / Agents / GenAI,technical_talk_workshop;community_networking,,https://partiful.com/e/1NT7YZjcLX6zovTH5qfs
4332,2026-06-01,14:00:00,day_afternoon,The Investor's Playbook,KLI Capital,Midtown,False,AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/Ly9laOHFYulhosojIy6U
5057,2026-06-01,14:30:00,day_afternoon,"Future of Search: AI SEO, AEO Panel",Mucker Capital,Financial District,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/dbFdiExJUT9aHL4FekHK
7,2026-06-01,15:00:00,day_afternoon,IPO Summit 2026 - Nasdaq MarketSite,Sidebar Summit,Midtown,False,Consumer / creative / media,technical_talk_workshop,,https://partiful.com/e/ALTnfJqBtsExypyNvzAj
4074,2026-06-01,15:00:00,day_afternoon,Optimize to Outperform,The Altar,Flatiron,False,Consumer / creative / media,other,,https://partiful.com/e/LCaaTKajkBChnpzTJVMr
4247,2026-06-01,15:00:00,day_afternoon,From Model to Market: The Future of Clinical AI in Healthcare,Manatt,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud;Health / bio / wellness;Consumer / creative / media,technical_talk_workshop,"As health systems race to modernize, startups are increasingly shaping how hospitals operate—from core technology infrastructure to AI‑enabled workflows an…",https://partiful.com/e/Za7fre0uqCIayfraXeE9
5236,2026-06-01,15:00:00,day_afternoon,"The Partnership Room: Brands, Meet Creators Building B2B Audiences in the Tech Industry",Walker Media LLC,SoHo,False,AI / Agents / GenAI;GTM / marketing / creator;Consumer / creative / media,technical_talk_workshop;community_networking;wellness_social,"Some of the most valuable audiences in business are no longer owned by traditional media. They are being built by trusted creators inside tech, SaaS, AI, s…",https://partiful.com/e/6XYVSFuCgrRMLcuGQQyV
5353,2026-06-01,15:00:00,day_afternoon,A Brain Reset Experience,Soul Arcade,Virtual (NYC),True,AI / Agents / GenAI;Consumer / creative / media,other,,
5507,2026-06-01,15:00:00,day_afternoon,Japan Gateway for Climate & Deep Tech,City of Yokohama,Midtown,False,Climate / deeptech / hardware,other,,https://partiful.com/e/8hY03hoEB7xDq7J3Rc7B
44,2026-06-01,16:00:00,day_afternoon,From Vibe Coding to AI-Driven Development,Streamlogic,Midtown,False,AI / Agents / GenAI;Consumer / creative / media,technical_talk_workshop,AI is radically changing how software is built. Tools can now generate prototypes in hours — sometimes minutes. But speed alone doesn’t create successful p…,https://partiful.com/e/xowd9F3kB7mPFN1luUwY
97,2026-06-01,16:00:00,day_afternoon,Capital Advantage: Dual-Use Innovation at the Intersection of Policy & Tech,VC in DC,Midtown,True,AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,
257,2026-06-01,16:00:00,day_afternoon,Investment to Acquisition II: How Founders Went From $0-$10M with TRV and AWS hosting,Thomson Reuters Ventures,Midtown,False,AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,other,Start your NYTechWeek with TRV and AWS as we recap the last 6 months in the startup and M&A markets and then dive into insights from founders across indust…,https://partiful.com/e/mY668vnewsDXdE4O8vNn
4061,2026-06-01,16:00:00,day_afternoon,a16z speedrun Pitch Day,a16z speedrun,SoHo,False,Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,"At this event, qualified applicants will have the chance to pitch their company in front of the a16z speedrun investment team for an opportunity to join th…",https://partiful.com/e/SzG1Bnpw8tS1SZrdIPxJ
4399,2026-06-01,16:00:00,day_afternoon,"Rebuilding American Manufacturing [BVP, JPM, Orrick]",Orrick,Midtown,False,AI infra / devtools / cloud;Founder fundraising / VC;Climate / deeptech / hardware,technical_talk_workshop;fundraising_vc,"​American manufacturing is at an inflection point. Capital is flowing in at unprecedented scale, a new generation of vertically integrated operators is red…",https://partiful.com/e/njEyaExp13kVvFeCxSQ0
4526,2026-06-01,16:00:00,day_afternoon,Founders Landing,Deel,,False,Founder fundraising / VC,other,,https://partiful.com/e/Lzs3GJd3dscd60ZHfliX
4657,2026-06-01,16:00:00,day_afternoon,IRL = Your Growth Hack In the Age of AI,Mostest,Tribeca,False,AI / Agents / GenAI;GTM / marketing / creator,other,,https://partiful.com/e/JcKbjHvQDyem5xIfCZom
4883,2026-06-01,16:00:00,day_afternoon,Unlocking Entrepreneurship in Travel through Humans x Technology,Fora Travel,SoHo,False,other,other,Fora Travel is powering the next generation of travel entrepreneurs. Join us at one of the best spots in the city for an insider conversation on how we're …,https://partiful.com/e/RrTyygZKuHP4KAmVi2QS
5044,2026-06-01,16:00:00,day_afternoon,Global Expansion & Cross-Border Investing / Fundraising,Yorkseed,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Fintech / finance;Diversity / women / international,fundraising_vc,,https://partiful.com/e/M05fTDt8E8MbWXkEHO6a
5161,2026-06-01,16:00:00,day_afternoon,Cofounder Matchmaking,Relationality,East Village,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,other,"Cofounder Incompatibility is one of the most common reasons startups fail. The problem is, most founders discover they're incompatible only after it's too …",https://partiful.com/e/nMHSe5NbSjJJLWaJJeDl
5698,2026-06-01,16:00:00,day_afternoon,From the Hudson to the Thames: Exploring International Expansion,British Consulate,Midtown,False,Founder fundraising / VC;Diversity / women / international,other,"Request to join us on Monday 1 June (4–6pm) for an exclusive panel bringing together founders, operators, and advisors to unpack the realities of scaling a…",https://partiful.com/e/P90AiasegjS9oTsIyLvd
5967,2026-06-01,16:30:00,day_afternoon,Crypto x AI Happy Hour,Sei Labs,East Village,False,AI / Agents / GenAI;Fintech / finance,technical_talk_workshop;community_networking,,https://partiful.com/e/P6WLaUwmRr1d6sWZks7O
4015,2026-06-01,17:00:00,evening,From Ticketing to Intelligence: AI’s Impact on the $1T Events Industry,AES NYC,Midtown,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop,"Meet the founders of notable new & emerging Tech Startups and Platforms that are shaping Events and Hospitality Tech — including event planning, attendee e…",https://partiful.com/e/pApvNad0HXI8rB7YoP2C?
4096,2026-06-01,17:00:00,evening,Pitch&Drink with P2S.vc,P2S.vc,Midtown,False,Founder fundraising / VC,fundraising_vc,,https://partiful.com/e/lbtUQ9LI46kiVvnjYt8X?source=share&c=qGWmhpaj
4198,2026-06-01,17:00:00,evening,Blvck Spades presents NYC Spades Club,Insurgi Urban Concepts,Murray Hill,False,Founder fundraising / VC,product_demo_showcase;community_networking;fundraising_vc,,https://partiful.com/e/XhM1CFsz2vZwA3WsDyNV
4227,2026-06-01,17:00:00,evening,The Latina Power,Colectivo,Union Square,False,other,other,,https://partiful.com/e/u2yYQwgzUxlQSYJmbW6a
4290,2026-06-01,17:00:00,evening,Design Thinking Meets AI: Book Talk & Live Build,Build First,Brooklyn,False,AI / Agents / GenAI,technical_talk_workshop,"AI can write the code now, but who's designing what it builds? Louise Macfadyen, author of the newly released O'Reilly book, Designing AI Interfaces, joins…",https://partiful.com/e/N7nJMJdM3bIOtaUWfcmN
4381,2026-06-01,17:00:00,evening,Deep Tech/AI Startup Pitches and Investor Panels,Wallet Max,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,fundraising_vc,,https://partiful.com/e/rQWNiqBcukfTYjBvwnji
4416,2026-06-01,17:00:00,evening,"What Founders Get Wrong About Hiring, HR & Compliance (Office Hours)",GroundedForward,Virtual (NYC),False,Founder fundraising / VC;Consumer / creative / media,wellness_social,"Some of the biggest risks startups face are people-related — hiring the wrong talent, co-founder misalignment, disorganized teams, burnout, turnover, weak …",https://partiful.com/e/zEn5TG5xFm8mDvyutyaZ?c=Zt73f2mT
4714,2026-06-01,17:00:00,evening,NYC Tech Week Pitch Competition,Propel Earth,Midtown,False,Founder fundraising / VC;Consumer / creative / media,fundraising_vc,,https://partiful.com/e/t8YZUAfBPV56O8zW2dER?c=CHY767QI
4737,2026-06-01,17:00:00,evening,NYC Founders Happy Hour,Founders & Builders Connect,Chelsea,False,AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media;Climate / deeptech / hardware,technical_talk_workshop;community_networking;fundraising_vc,"Come join us for a relaxed but high-energy networking event with a room full of ambitious founders, C-suite leaders, and venture capital partners exchangin…",https://partiful.com/e/hoaWZg8MiAJw5YsJWsoN
4984,2026-06-01,17:00:00,evening,Herchain: The women shaping blockchain future NYC,babs NYC.news,East Village,False,AI / Agents / GenAI;AI infra / devtools / cloud;Diversity / women / international,technical_talk_workshop,,https://partiful.com/e/e0YuY73DbgjtYRu0DgJj
5075,2026-06-01,17:00:00,evening,Welcome to RL.,Adaptive ML,East Village,False,AI / Agents / GenAI;Consumer / creative / media,technical_talk_workshop,The LLM era was the warm-up. The RL era is what happens when enterprise AI starts thinking. Join the engineers and builders who are writing the next paradi…,https://partiful.com/e/25dsyos4rLuTNEpESf1J
5110,2026-06-01,17:00:00,evening,Slack x Amplitude: AI at Work,Slack,Tribeca,False,AI / Agents / GenAI,other,,https://partiful.com/e/dmFBKIxzn2LdFmktqas8
4300,2026-06-01,17:30:00,evening,Tech RED Flags,Bottleneck Technologies llc,Midtown,False,other,other,,https://partiful.com/e/W5CJQyusGJDB2JtEvIby
4563,2026-06-01,17:30:00,evening,"LegalTech in the Age of AI: Opportunities, Challenges, and What's Next",Fox Rothschild LLP,Midtown,False,AI / Agents / GenAI,other,,https://partiful.com/e/E4CH5kGRDlO8mGl8JJpY
4615,2026-06-01,17:30:00,evening,Celebrating Israeli Tech | Rooftop Cocktail Reception,Fusion VC,Midtown,True,AI / Agents / GenAI;Founder fundraising / VC,fundraising_vc,,
4895,2026-06-01,17:30:00,evening,Tech Networking Mixer,Cuculi,Midtown,False,other,community_networking,,https://partiful.com/e/sCLj6JNfrcfMGlFQ7cZQ?c=RBwGOaPm
4899,2026-06-01,17:30:00,evening,Last Call for Resumes,VCAR,Brooklyn,False,Founder fundraising / VC;Consumer / creative / media,fundraising_vc,,https://partiful.com/events/t0O0kfWCNoBezm5F5x75/
5025,2026-06-01,17:30:00,evening,From Workflows to Self-Driving Systems: The Road to the Autonomous Enterprise,SAP,Hudson Yards,False,AI / Agents / GenAI,other,"As organizations push past basic automation, a new model is taking shape: systems that can make decisions and take action independently. This fireside chat…",https://partiful.com/e/oNqXTMT4ntbsqL7PuZJ7
5035,2026-06-01,17:30:00,evening,CFO Dinner: The Future of Pricing in AI,Tabs,West Village,False,AI / Agents / GenAI,community_networking,,https://partiful.com/e/b9eWW3hyaBDVJD4tFS6c
6171,2026-06-01,17:30:00,evening,Rooftop Kickoff Cocktails - IBM & Tech:NYC,IBM,Flatiron,True,AI / Agents / GenAI,other,,
107,2026-06-01,18:00:00,evening,Scale Without the Burn: A Private Founder Dinner,Arizona Commerce Authority,Hudson Yards,False,AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking;fundraising_vc;wellness_social,"Arizona is aggressively supporting companies that choose to scale there. The Arizona advantage includes access to non-dilutive and dilutive capital, infras…",https://partiful.com/e/ZUYiQONLFm1fcVMiVAL2
4053,2026-06-01,18:00:00,evening,UAtech Venture Night @ Tech Week New York – The Ultimate Startup & Investor Experience!,UATech,Financial District,False,Founder fundraising / VC;Consumer / creative / media,fundraising_vc,,https://partiful.com/e/LySYDSs3YifkvyBykscZ
4103,2026-06-01,18:00:00,evening,Healthtech Funders + Founders Happy Hour,Health2047,Chinatown,False,Founder fundraising / VC;Health / bio / wellness,community_networking,"Health2047 is opening New York Tech Week with drinks, bites, and a room full of founders, funders and physicians driving change in digital health. Whether …",https://partiful.com/e/Qjruk2dwZb16a4TFqSaN
4215,2026-06-01,18:00:00,evening,UAtech Venture Night @ Tech Week New York – The Ultimate Startup & Investor Experience!,UATech,Financial District,False,Founder fundraising / VC;Consumer / creative / media,fundraising_vc,,https://partiful.com/e/LySYDSs3YifkvyBykscZ
4232,2026-06-01,18:00:00,evening,Advanced Product Managers,ABCD Connections,Chelsea,False,other,product_demo_showcase,,https://partiful.com/e/qbTTgye3Wwh478cYoHs4
4251,2026-06-01,18:00:00,evening,Digital Health Dinner,Manatt,Nomad,True,Health / bio / wellness,community_networking,,
