id,date,time,daypart,name,company,location,isInviteOnly,topics,formats,description,externalHref
5033,2026-06-03,18:00:00,evening,Clair Health: After Hours,Clair Health,Flatiron,False,AI / Agents / GenAI;Health / bio / wellness;Diversity / women / international,community_networking,"Clair Health, the first non-invasive, continuous hormone monitor for women, is hosting a community-driven gathering during #NYTechWeek — designed as an oas…",https://partiful.com/e/8j2aEOaE2GIi1b08Kw5m
5034,2026-06-03,18:00:00,evening,Startup Soirée,Cleo Pay,Chelsea,False,Consumer / creative / media,other,,https://partiful.com/e/Odap0FUTDOZzOfLXTe6k
5042,2026-06-03,18:00:00,evening,Beauty Tech | New York Tech Week,Yorkseed,Lower East Side,False,Founder fundraising / VC;Health / bio / wellness,fundraising_vc,,https://partiful.com/e/a9EqqL10lCAUh5UUPiJ9
5049,2026-06-03,18:00:00,evening,AI Value Creation & The AI Operating Model,StartOut,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;Consumer / creative / media,fundraising_vc,"StartOut NYC and Out in Tech NYC present 'Investors and Operators Roundtable: The Disruptive AI Operating Model', a private, invite-only roundtable, bringi…",https://partiful.com/e/zZNGc5V5hVR8uBY2OA0j?c=23fT06JC
5101,2026-06-03,18:00:00,evening,The Tech Table with Moov and Appian,Moov,Tribeca,True,other,other,,
5129,2026-06-03,18:00:00,evening,Behind the Check: An Unfiltered Conversation with Angel Investors,Brown Girl Angels,Midtown,True,Founder fundraising / VC,fundraising_vc,,
5138,2026-06-03,18:00:00,evening,Creative Systems Happy Hour: AI for Commercial-Grade Design,Virse Labs,Flatiron,False,AI / Agents / GenAI,technical_talk_workshop;community_networking,,https://partiful.com/e/CVDYwREXwTGlAxsek3BM
5163,2026-06-03,18:00:00,evening,Ramp x 8VC — Founders & Builders Night,Ramp,Flatiron,False,Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/xf4L0OHJO6UHVVu3GKNN
5169,2026-06-03,18:00:00,evening,Bookkeeping and Bourbon: Rooftop Cocktails + Founder Panel,Wiss,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC,other,,https://partiful.com/e/D7mgFNgIr2icwr0JJvvI
5218,2026-06-03,18:00:00,evening,Who Benefits from AGI Abundance,Savas Labs,SoHo,False,AI / Agents / GenAI;Fintech / finance,technical_talk_workshop,AI is creating wealth faster than any technology in history — and concentrating it in fewer hands. This is a curated conversation about what fulfilling liv…,https://partiful.com/e/gIK9Dj3aDPsfHwISpKSd
5226,2026-06-03,18:00:00,evening,Coding Agents Write Code.  Remy Builds Products.,MindStudio,Flatiron,False,AI / Agents / GenAI,technical_talk_workshop;product_demo_showcase,,https://partiful.com/e/svhgMRybAh1XPlLVVXRH
5237,2026-06-03,18:00:00,evening,AI x The Future of Work,HuCapital,Upper Manhattan,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/KTWA41kbFNYFFtf6HcG7
5264,2026-06-03,18:00:00,evening,The Accelerator Table,AcceleratorCON,Chelsea,False,other,other,,https://partiful.com/e/DY6XJUWM6H39sVyu4Ize
5316,2026-06-03,18:00:00,evening,LinkedIn GTM Hackathon,GenZtea,Flatiron,False,GTM / marketing / creator,technical_talk_workshop,,https://partiful.com/e/EdiAncVfz5Pwyx8ljgDR
5333,2026-06-03,18:00:00,evening,The Rise Circle: After Hours,African Women in STEM,Midtown,False,Diversity / women / international,other,,https://partiful.com/e/64Fzm7ItTZKGiWI419L2?c=MpqCABzS
5340,2026-06-03,18:00:00,evening,Did AdTech move on? the layer needed for Agentic Era,Foundation for Agentic Networks,Midtown,False,AI / Agents / GenAI,other,,https://partiful.com/e/NLYATZ2b1ZaihIuIQGUF
5349,2026-06-03,18:00:00,evening,The Future of Travel: Meet Investors and Founders,Jetzy,Midtown,False,Founder fundraising / VC,fundraising_vc,,https://partiful.com/e/vMgh1HOU0xqBmBJdxwCI
5391,2026-06-03,18:00:00,evening,Global Founder Meetup: Breaking Into the U.S. Market,Build Momentum,Financial District,False,Founder fundraising / VC;Consumer / creative / media;Diversity / women / international,technical_talk_workshop;community_networking,,https://partiful.com/e/6rbvin19cnCqiv6pRd3v
5414,2026-06-03,18:00:00,evening,Series Tee,Rillet,Chelsea,False,other,other,NYC Tech Week has no shortage of events. Series Tee is something different. Rillet is hosting an exclusive day of golf at Chelsea Piers — right on the Huds…,https://partiful.com/e/Ec1a7gzI7aTu6njnKuEK?c=M7AzYqJW
5430,2026-06-03,18:00:00,evening,Build Mode: How RevOps & GTM Teams Are Becoming AI-Powered Builders,HubSpot,SoHo,False,AI / Agents / GenAI;AI infra / devtools / cloud;GTM / marketing / creator;Consumer / creative / media,technical_talk_workshop,"SaaS is changing — the line between operators and developers is blurring, and RevOps, GTM, and ops teams are leading the charge. At Build Mode, HubSpot is …",https://partiful.com/events/o1qradCjiAlnUg3c6ZWj
5458,2026-06-03,18:00:00,evening,The Hidden Cost of the Luteal Phase: Why High-Performing Women Lose Burn Out Every Month,Pinkmatter,Flatiron,False,AI / Agents / GenAI;Consumer / creative / media;Diversity / women / international,wellness_social,"Most high-performing women have learned to work around it. The two weeks of brain fog, mood dysregulation, fatigue, and physical symptoms that arrive every…",https://partiful.com/e/rHJGm9ykUTSOWQawYe68
5680,2026-06-03,18:00:00,evening,"Trust, Talent & AI in the Enterprise",Unlocked Consultancy,Upper Manhattan,False,AI / Agents / GenAI;Consumer / creative / media,other,"AI is fast changing how we work - team structures, leadership, performance, recruitment and more. Some organizations can't keep up, or know where to start.…",https://partiful.com/events/r9eck0K6ZWexRHMzjGNV
5821,2026-06-03,18:00:00,evening,Unicorn fintech founder AMA,Inkle,SoHo,False,Founder fundraising / VC;Fintech / finance,other,,https://partiful.com/e/fOUJT07jj19qFk04dt8E
5830,2026-06-03,18:00:00,evening,Dinner with Rehearsals,Rehearsals,SoHo,True,Consumer / creative / media,community_networking,,
5837,2026-06-03,18:00:00,evening,Fashion Tech Mixer,The Pattern Maker,Chelsea,False,Consumer / creative / media,community_networking,,https://partiful.com/e/27uya3lZ0qDGkfCiXGP5
5847,2026-06-03,18:00:00,evening,Can Your Brand Thrive in Agentic Commerce?,UpScaleX,Midtown,False,AI / Agents / GenAI;GTM / marketing / creator,other,,https://partiful.com/e/2cw8oY83GlBtW74X1B3x?c=UNmoZVNV
5863,2026-06-03,18:00:00,evening,Queens Founders & Investors Dinner,Enpak,Queens,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc,"An intimate, curated dinner bringing together a select group of founders and investors from Queens, NY, for meaningful conversations, shared insights, and …",https://partiful.com/e/0D0CXzkR1otSnvSekJh4
5866,2026-06-03,18:00:00,evening,No Wine Left Behind: Blind Tasting Meets Consumer Data,No Wine Left Behind,West Village,False,AI infra / devtools / cloud;Consumer / creative / media,other,,https://partiful.com/e/1fVvsQZUFf7Dohot0Ed9?c=tfyZLHXu
5873,2026-06-03,18:00:00,evening,Is Your Brand Ready for AI Search?,Capgemini,Union Square,False,AI / Agents / GenAI;GTM / marketing / creator;Consumer / creative / media,other,,https://partiful.com/e/v9ySMNeHZ3lYMWjhvqCO?
5874,2026-06-03,18:00:00,evening,Scaling Value-Based Care in the Age of Health Tech,Columbia Venture Community,Midtown,False,AI infra / devtools / cloud;Health / bio / wellness;Consumer / creative / media,technical_talk_workshop;community_networking,Join us for a dynamic panel discussion on how healthcare is evolving in today’s rapidly advancing health tech landscape. As the industry continues to shift…,https://partiful.com/e/6FmuBjS60nrpePXnGWhC?c=DazpYrUx
5879,2026-06-03,18:00:00,evening,Ugly Talk: Can Your Brand Thrive in Agentic Commerce?,Ugly Talk,Midtown,False,AI / Agents / GenAI;GTM / marketing / creator,other,,https://partiful.com/e/G1Rqksr7pQb3T5sGRCPp
5883,2026-06-03,18:00:00,evening,Translate Your BA into an In-Demand Tech Career,Translating Your BA,Virtual (NYC),False,Consumer / creative / media,other,,https://partiful.com/e/8BbHXWQWQwaQnAUlrwur
5887,2026-06-03,18:00:00,evening,AI builders night,Braintrust,East Village,False,AI / Agents / GenAI,technical_talk_workshop,,https://partiful.com/e/OeZ0CvpvEpvi9lrEYIeb?c=PzNLPo4j
6198,2026-06-03,18:00:00,evening,Pitch Roast Live,Pitch Roast Live,Lower East Side,False,Founder fundraising / VC,fundraising_vc,,https://partiful.com/e/NhoyBpx8rlyJGJXOWbwG
21,2026-06-03,18:30:00,evening,Rooftop Pickleball with Conquer,Conquer Pickleball,Midtown,False,other,other,,https://partiful.com/e/fOtMgCgM7Ihp9IIYOVgN
4038,2026-06-03,18:30:00,evening,Women in Tech Happy Hour/ Networking,Products by Women,Chelsea,False,Diversity / women / international,product_demo_showcase;community_networking,,https://partiful.com/e/Ku3dnK0jFElueDqn5oba?f=1
4148,2026-06-03,18:30:00,evening,Asian women product design leader dinner,Koi Studios,Flatiron,False,Diversity / women / international,product_demo_showcase;community_networking,,https://partiful.com/e/0LzOTdMr0JBCzNfr1jKz?c=wx-ZI2vA
4171,2026-06-03,18:30:00,evening,Stop Guessing: How Top Teams Make Hiring Decisions,Pairwise,Virtual (NYC),False,AI / Agents / GenAI,other,,https://partiful.com/e/zgdltkCVCJs9VWdjnxpX?c=nas4DXsK
4188,2026-06-03,18:30:00,evening,South Asians in Finance,American South Asian Network,Midtown,False,Fintech / finance;Diversity / women / international,other,"South Asians in Finance brings together South Asian leaders across finance, fintech, investing, and adjacent sectors for a focused, high-signal conversatio…",https://partiful.com/e/MFfmDRWvhSBTDNsj9Koj
4195,2026-06-03,18:30:00,evening,MIT VC Investor Dinner,a16z speedrun,SoHo,True,Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,,
4348,2026-06-03,18:30:00,evening,Investor Dinner,Brderless,West Village,False,AI / Agents / GenAI;Founder fundraising / VC,community_networking;fundraising_vc,"A special evening with a curated group of active VCs for honest conversation, a three-course dinner, and sommelier-paired wines at one of New York City's m…",https://partiful.com/e/CXgpxdHdQQ3umurfwb2Y
4402,2026-06-03,18:30:00,evening,Gammarama: Stories You Can See,Gamma,Midtown,False,Consumer / creative / media,community_networking,Welcome to the boldest show of NY Tech Week 2026. Come for the biggest names in tech. Stay for the stories you didn't see coming (and the party to follow).…,https://partiful.com/e/fCEfTvswCDe1lJYqLHQv
4434,2026-06-03,18:30:00,evening,AI Playbooks for Finance Leaders,DualEntry,Flatiron,False,AI / Agents / GenAI;Fintech / finance,other,,https://partiful.com/e/menYiNujMph20V7zBugJ
4512,2026-06-03,18:30:00,evening,AgTech Leadership Dinner,Leaf Agriculture,West Village,False,other,community_networking,,https://partiful.com/e/TMkUilGT51I97Mdui4BE
4641,2026-06-03,18:30:00,evening,Where Capital Meets Vision: A Founders-Funders Dinner | NY Tech Week,Microsoft for Startups,Chelsea,True,AI infra / devtools / cloud;Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking;fundraising_vc,,
4798,2026-06-03,18:30:00,evening,LIM College THREADX TECH WEEK,"Marcuse School of Graduate Studies, LIM College",Midtown,False,Consumer / creative / media,other,,https://partiful.com/e/ggPJQCZE8juYEAjIfDgi
4931,2026-06-03,18:30:00,evening,Private CIO Dinner with Tessera Labs,Tessera Labs,Flatiron,True,other,technical_talk_workshop;community_networking,,
5002,2026-06-03,18:30:00,evening,GridMatch: A DER Mixer,Ecosuite,Union Square,False,other,community_networking,,https://partiful.com/e/Qtt9vmD7LTiKn6y1A9RL
5086,2026-06-03,18:30:00,evening,Can AI make you feel?,Slingshot AI,SoHo,False,AI / Agents / GenAI;Consumer / creative / media,product_demo_showcase,What separates a product people *love* from one they tolerate? What makes design feel human and where does AI fit into all of this without flattening the t…,https://partiful.com/e/z51AEVSzo2Ddp3np4WjW?
5121,2026-06-03,18:30:00,evening,Gnomi-When AI Makes the Trade — Who Takes the Risk?,GNOMI App Corp,SoHo,False,AI / Agents / GenAI,other,,https://partiful.com/e/hfSyqoSqdglV01JHqHue?c=58XXQtR8
5203,2026-06-03,18:30:00,evening,GP-LP Tech Week Mixer,The Kairos Circle,Midtown,True,AI / Agents / GenAI,community_networking,,
5504,2026-06-03,18:30:00,evening,How to Live Longer & Happier: An evening on the future of personal intelligence.,moccet,SoHo,False,other,other,,
5875,2026-06-03,18:30:00,evening,Learn How to Build Apps Using Lovable,SJ Innovation,Queens,True,Consumer / creative / media,technical_talk_workshop,,
6166,2026-06-03,18:30:00,evening,Built Different _ Faith in Tech,The Line,Meatpacking District,False,AI / Agents / GenAI,other,,https://partiful.com/e/jrazXyiGkUZ8d8FqotR2
6215,2026-06-03,18:30:00,evening,"Tech Week, But Bowling",Valon,Midtown,False,Consumer / creative / media,community_networking,"Create party invitations online for any event. Design custom invites in seconds, and send invites instantly with our free invitation maker!",https://partiful.com/events/URwyTSJO382HLiStFktb/edit
4095,2026-06-03,19:00:00,evening,Frontier House NYC - Favorite People Dinner,Eleven Wall Ventures,Midtown,False,other,community_networking,"Join us for the Frontier House NYC - Favorite People Dinner on Wednesday, June 3rd, from 07:00 PM to 10:00 PM for an amazing private dining experience and …",https://partiful.com/e/IdI7GpcyYOd2xnOnrn2G
4197,2026-06-03,19:00:00,evening,The Tech Leaders Suite,Insurgi Urban Concepts,Brooklyn,False,other,other,,https://partiful.com/e/UhyErPPxuo2vELIutdGj?
4366,2026-06-03,19:00:00,evening,BMO Growth & Middle Market Tech Happy Hour,BMO Tech Banking,Nomad,False,AI / Agents / GenAI;GTM / marketing / creator;Fintech / finance;Consumer / creative / media,community_networking,Step inside Ampersand — a tucked-away speakeasy near Union Square — where BMO's US Tech Banking team is hosting specialty cocktails and lite bites during N…,https://partiful.com/e/a6fwadAI0lOaKMU9r3uv
4438,2026-06-03,19:00:00,evening,Tech Meets R&B,Visionary Global Network,Queens,False,Consumer / creative / media;Diversity / women / international,community_networking,"Tech Meets R&B Networking Mixer – #NYCTechWeek is a curated, no-cover networking experience taking place during NYC Tech Week, designed to bring together a…",https://partiful.com/e/8lu53EbNSapXazcVp1ab
4461,2026-06-03,19:00:00,evening,Inside Dog Longevity,Panio,Central Park,False,other,other,,https://partiful.com/e/LLJDUnTekS0VeUEpH0pj
4517,2026-06-03,19:00:00,evening,Creator & Talent Manager Dinner,Marlo,Lower East Side,False,GTM / marketing / creator;Consumer / creative / media,community_networking,,https://partiful.com/e/NuzrRy5RGAzksPt9IZd1?c=txD-Llxi
4584,2026-06-03,19:00:00,evening,Unlocking US capital,Lazo Fintech Inc,Central Park,False,AI infra / devtools / cloud;Founder fundraising / VC;Fintech / finance;Consumer / creative / media,technical_talk_workshop;fundraising_vc,"A panel with US-based VCs and Latin American founders they’ve invested in. VCs will share what they’re looking for, and founders will share how they approa…",https://partiful.com/e/qwD33mqjlIWu3x6c3CM6
4624,2026-06-03,19:00:00,evening,Investing in the Infrastructure of Tomorrow,BlueLake.vc,Midtown,False,AI infra / devtools / cloud;Founder fundraising / VC;Fintech / finance,technical_talk_workshop;fundraising_vc,"Investing in the Infrastructure of Tomorrow is a curated gathering of founders, engineers, and investors building the foundational systems that will define…",https://partiful.com/e/c1iZharGw1ZlL9AykiZj
4655,2026-06-03,19:00:00,evening,AI x Games Dinner,nunu.ai,Lower East Side,False,AI / Agents / GenAI,community_networking,,https://partiful.com/e/sKDElAcr0GLf9YUmGq3t
4679,2026-06-03,19:00:00,evening,"Sports, Media & Entertainment Tech Dinner",Coeus Collective Ventures,Midtown,False,AI / Agents / GenAI;Founder fundraising / VC;GTM / marketing / creator;Fintech / finance;Consumer / creative / media,technical_talk_workshop;community_networking;fundraising_vc,125 Ventures and Coeus Collective Ventures are teaming up to host a curated dinner for founders and investors who are building or investing in technologies…,https://partiful.com/e/3Rk3nK0982QHPfnqh6tH
4776,2026-06-03,19:00:00,evening,The Privacy Table,Boundless Network,Tribeca,False,Consumer / creative / media,community_networking,"The next chapter of privacy starts at the table. An intimate, invite-only dinner at an exclusive location hosted by the Stellar Development Foundation and …",https://partiful.com/e/aMqjo2Rjk5bg1IBYHc38
4817,2026-06-03,19:00:00,evening,Robots & Rollups — Physical AI Meets Onchain,PrismaX,East Village,False,AI / Agents / GenAI;Climate / deeptech / hardware,other,,https://partiful.com/e/GxfjRxDRUK8wgxH6UMG6
4825,2026-06-03,19:00:00,evening,Your Next Exec Won't Be Human,Masinov Company / Claw Mart,Flatiron,False,Consumer / creative / media,other,,https://partiful.com/e/qqC3IXlm4F4XffMCo8WL
4865,2026-06-03,19:00:00,evening,"Loop, No. 01",Allometry,Lower East Side,False,other,other,,https://partiful.com/e/ngqSYGVrZpgvkP9AuoFT?c=TeavecC1
4890,2026-06-03,19:00:00,evening,Tables & Titans: Fintech x Insurtech Dinner,Warrant,Chelsea,False,Fintech / finance;Consumer / creative / media,community_networking,,https://partiful.com/e/QRAodoVxS9qPSy9nDC7s
4923,2026-06-03,19:00:00,evening,Founder Pitch-an-Investor Dinner,Haven,SoHo,False,Founder fundraising / VC,community_networking;fundraising_vc,,https://partiful.com/e/k1T8QalDu09QHClA10Dr
4948,2026-06-03,19:00:00,evening,"Focus, Flow, and Mental Wellbeing at NYC Tech Week",MENTA Series,Chelsea,False,Health / bio / wellness,other,,https://partiful.com/e/fbIBC3AcgcKGT3yqBsN9
4979,2026-06-03,19:00:00,evening,Raisi x OWM x Plug and Play:  Pitch Night: Creators + Capital,Raisi,Financial District,False,AI / Agents / GenAI;AI infra / devtools / cloud;Founder fundraising / VC;GTM / marketing / creator;Consumer / creative / media,technical_talk_workshop;fundraising_vc,,https://partiful.com/e/DKl5HdJGHTgI3mQXRIrV
4999,2026-06-03,19:00:00,evening,Common Thread: The Haus Games,Fostr,Murray Hill,False,other,other,,https://partiful.com/e/vCipMZyyNCQKDZn8GUWO
5112,2026-06-03,19:00:00,evening,Krea Demo Night,Krea,Brooklyn,False,other,technical_talk_workshop;product_demo_showcase,,https://partiful.com/e/hsySQRXtBbizFv4V6sDT
5301,2026-06-03,19:00:00,evening,Polish founders x NY tech week,PL Founders Club,SoHo,False,Founder fundraising / VC;Consumer / creative / media,technical_talk_workshop;community_networking,"PL founders is partnering with NY tech week to host an evening of networking with some of the top entrepreneurs, builders and operators from Poland or conn…",https://partiful.com/e/QUelm7A3acGhKQ6AIdWm
5860,2026-06-03,19:00:00,evening,Yet Another AI Event....But we have a piano,Lotus Technology Management,Brooklyn,False,AI / Agents / GenAI,other,,https://partiful.com/e/AatZ5NHezNiTvaZUsFdP
4483,2026-06-03,19:30:00,evening,Climate Tech Night Mixer,Optivide,Virtual (NYC),False,Climate / deeptech / hardware,community_networking,,https://partiful.com/e/BuMquvpz1sSqXQmYHgeC
4098,2026-06-03,20:30:00,evening,"After Hours: Founders, Investors & Operators",Bulletpitch,West Village,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc,"Join us at a new West Village bar for an evening of relaxed, casual socializing with founders, investors, and operators. Drop in for a quick five minutes o…",https://partiful.com/e/l7bvHYnBBBKSeC7CjeOG?c=tS74TehJ
4441,2026-06-03,21:00:00,evening,Co-Founder Flow @Othership,Boardy,Flatiron,False,Founder fundraising / VC;Consumer / creative / media,other,,https://partiful.com/e/XGNkSsdTa08ivZFQRHaF
5120,2026-06-03,21:00:00,evening,Snark Tank Comedy for Founders and Investors,Live Different Comedy,East Village,False,AI / Agents / GenAI;Founder fundraising / VC;GTM / marketing / creator;Consumer / creative / media,fundraising_vc,"A Tech Week favorite. Founders pitch, and then investors and comedians give candid feedback. Email Elizabeth at eswaney@gmail.com to apply, or if you'd lik…",https://partiful.com/e/iQP19UAfSBvF0wGAzqwx?c=xBMr4Qb8
4771,2026-06-03,22:00:00,evening,Privacy Please,Boundless Network,Tribeca,False,other,other,,https://partiful.com/e/HwlNp8UC6vwWCBX97Dp9
4295,2026-06-04,07:00:00,morning,NYC First Ever Sky High Pitch Competition with Breath-work reset,Rocket Mixer,Hudson Yards,False,Founder fundraising / VC,community_networking;fundraising_vc,,https://partiful.com/e/Ytg3A4316XFdtelBcoZM
4268,2026-06-04,07:30:00,morning,Pitch and Run Tribeca,Pitch and Run,Financial District,False,Founder fundraising / VC,community_networking;fundraising_vc;wellness_social,,https://partiful.com/e/OhM7wZlivF4xJHlW5LRs
12,2026-06-04,08:00:00,morning,COFFEE + CONNECT,Somarae,Midtown,False,Founder fundraising / VC;Consumer / creative / media,community_networking;fundraising_vc,COFFEE + CONNECT is an intentional networking event for founders and investors who want real conversations + connections. We are looking to especially invi…,https://partiful.com/e/wNHWcOC7EzCdpr3pWeoK
22,2026-06-04,08:00:00,morning,Generative AI Summit New York,AI Accelerator Institute,Midtown,True,AI / Agents / GenAI,technical_talk_workshop,,
84,2026-06-04,08:00:00,morning,Chief Information Security Officer Summit New York,AI Accelerator Institute,Midtown,True,AI / Agents / GenAI;AI infra / devtools / cloud,technical_talk_workshop,,
110,2026-06-04,08:00:00,morning,Agentic AI Summit NYC,AI Accelerator Institite,Midtown,True,AI / Agents / GenAI,technical_talk_workshop,,
4042,2026-06-04,08:00:00,morning,Unfair Advantage,Sales Parrot,Financial District,True,AI / Agents / GenAI;GTM / marketing / creator;Consumer / creative / media,other,,
